Day,Day post_inf,RFP 1,RFP 2,RFP 3,RFP 4,Hybrid1,Hybrid 2,Hybrid 3,Hybrid 4,Perm1,Perm2,Perm3,Perm4,Ctrl_RFP1,Ctrl_RFP2,Ctrl_RFP3,Ctrl_RFP4,Ctrl_Hyb1,Ctrl_Hyb2,Ctrl_Hyb3,Ctrl_Hyb4,Ctrl_Perm1,Ctrl_Perm2,Ctrl_Perm3,Ctrl_Perm4,Species
7,3 days,0,1,1,1,0,0,0,0,0,0,0,0,3,3,1,4,0,0,0,3,0,0,0,0,An.coluzzii
7.5,3 days,0,1,2,1,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,2,0,0,0,0,An.coluzzii
8,3 days,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,An.coluzzii
8.5,3 days,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,An.coluzzii
9,3 days,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,An.coluzzii
9.5,3 days,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
10,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
10.5,3 days,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
11,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,An.coluzzii
11.5,3 days,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,An.coluzzii
12,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
12.5,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
13,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
13.5,3 days,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,An.coluzzii
14,3 days,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
Alive,3 days,0,0,0,0,0,0,0,0,21,20,22,21,0,0,0,0,0,0,0,0,25,26,27,28,An.coluzzii
0,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
0.5,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
1,3 days,11,10,7,9,9,14,13,13,5,7,6,9,0,0,0,0,1,1,0,0,0,0,0,0,An.gambiae s.s.
1.5,3 days,0,0,5,7,9,0,2,6,0,0,0,0,0,1,4,0,2,0,1,2,0,0,0,0,An.gambiae s.s.
2,3 days,1,1,2,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,2,0,0,0,0,An.gambiae s.s.
2.5,3 days,5,0,2,0,4,8,6,2,0,0,0,0,3,2,3,0,0,1,1,1,0,0,0,0,An.gambiae s.s.
3,3 days,1,2,1,0,1,5,1,2,0,0,0,0,1,2,1,1,1,1,3,4,0,0,0,0,An.gambiae s.s.
3.5,3 days,0,4,1,1,0,0,1,0,0,0,0,0,0,4,1,1,6,3,3,3,0,0,0,0,An.gambiae s.s.
4,3 days,1,3,0,1,0,1,1,0,0,0,0,0,2,4,2,1,6,2,5,2,0,0,0,0,An.gambiae s.s.
4.5,3 days,6,1,0,1,0,0,2,0,0,0,0,0,3,1,1,1,4,4,0,2,0,0,0,0,An.gambiae s.s.
5,3 days,0,0,0,1,1,1,1,3,0,1,0,0,2,2,2,2,3,8,5,2,0,0,0,0,An.gambiae s.s.
5.5,3 days,1,1,1,2,3,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,0,0,0,0,An.gambiae s.s.
6,3 days,1,0,2,1,0,0,0,0,0,0,0,0,2,2,2,1,0,1,4,4,0,0,0,0,An.gambiae s.s.
6.5,3 days,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,4,0,3,1,1,0,0,0,0,An.gambiae s.s.
7,3 days,0,1,1,4,0,0,0,0,0,0,0,0,2,3,2,6,0,2,2,2,0,0,1,0,An.gambiae s.s.
7.5,3 days,0,0,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,2,0,0,0,0,0,0,An.gambiae s.s.
8,3 days,0,0,0,0,0,0,2,1,0,0,1,1,2,0,0,5,0,0,0,1,0,0,0,0,An.gambiae s.s.
8.5,3 days,0,2,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,1,0,0,0,0,0,An.gambiae s.s.
9,3 days,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
9.5,3 days,0,1,1,1,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,An.gambiae s.s.
10,3 days,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
10.5,3 days,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
11,3 days,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
11.5,3 days,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
12,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
12.5,3 days,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
13,3 days,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
13.5,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
14,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
Alive,3 days,0,0,0,0,0,0,0,1,23,19,20,20,0,0,0,0,0,0,0,0,28,25,27,28,An.gambiae s.s.
0,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
0.5,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
1,3 days,27,29,30,29,28,27,23,24,30,30,30,30,0,0,0,0,0,2,1,0,0,0,0,0,An.kisumu
1.5,3 days,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,An.kisumu
2,3 days,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,2,4,0,0,0,0,An.kisumu
2.5,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,1,1,0,0,0,0,An.kisumu
3,3 days,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,4,1,2,3,0,0,0,0,An.kisumu
3.5,3 days,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,2,3,3,0,0,0,0,An.kisumu
4,3 days,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,4,1,5,3,0,0,0,0,An.kisumu
4.5,3 days,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,3,1,4,5,0,0,0,0,An.kisumu
5,3 days,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,4,5,2,2,1,0,0,0,0,An.kisumu
5.5,3 days,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1,1,2,3,2,0,0,0,0,An.kisumu
6,3 days,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,4,0,4,3,1,0,0,1,0,An.kisumu
6.5,3 days,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,4,4,0,1,0,0,0,0,An.kisumu
7,3 days,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,2,0,3,1,2,0,0,0,0,An.kisumu
7.5,3 days,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,1,1,0,0,0,0,An.kisumu
8,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,An.kisumu
8.5,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,An.kisumu
9,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
9.5,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
10,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,An.kisumu
10.5,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
11,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
11.5,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
12,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
12.5,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
13,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
13.5,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,An.kisumu
14,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
Alive,3 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,28,26,An.kisumu
0,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
0.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
1,4 days,7,7,11,10,20,19,18,14,5,7,4,5,0,0,0,0,2,1,1,3,0,0,0,0,An.coluzzii
1.5,4 days,0,7,1,1,0,0,3,6,0,0,0,0,0,2,0,2,2,2,4,1,0,0,0,0,An.coluzzii
2,4 days,6,2,1,2,7,0,8,0,0,0,0,1,3,4,4,2,3,6,2,5,0,0,0,0,An.coluzzii
2.5,4 days,1,0,3,1,1,5,0,8,0,0,0,0,4,1,1,2,9,6,5,7,0,0,0,0,An.coluzzii
3,4 days,6,1,2,4,1,1,0,0,1,0,0,0,4,4,3,0,10,4,11,8,1,0,0,0,An.coluzzii
3.5,4 days,4,5,1,2,2,1,2,1,0,0,0,0,4,1,4,2,1,7,1,1,0,0,0,0,An.coluzzii
4,4 days,1,0,4,1,0,1,1,1,0,0,0,1,2,3,1,2,2,0,3,1,0,0,0,0,An.coluzzii
4.5,4 days,0,1,1,0,0,2,0,2,0,0,0,0,2,2,2,3,0,0,0,2,0,0,0,0,An.coluzzii
5,4 days,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,2,0,0,0,1,0,0,0,0,An.coluzzii
5.5,4 days,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,An.coluzzii
6,4 days,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,An.coluzzii
6.5,4 days,1,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,An.coluzzii
7,4 days,1,1,1,1,0,0,0,0,0,0,0,0,3,2,2,3,0,1,0,0,0,0,0,0,An.coluzzii
7.5,4 days,0,1,1,1,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,An.coluzzii
8,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,An.coluzzii
8.5,4 days,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,An.coluzzii
9,4 days,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,An.coluzzii
9.5,4 days,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,An.coluzzii
10,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,An.coluzzii
10.5,4 days,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
11,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
11.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
12,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
12.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
13,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
13.5,4 days,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
14,4 days,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,An.coluzzii
Alive,4 days,0,0,0,0,0,0,0,0,24,22,23,21,0,0,0,0,0,0,0,0,28,26,27,29,An.coluzzii
0,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
0.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
1,4 days,9,9,10,10,15,19,18,16,6,6,6,8,0,0,0,0,4,5,3,5,0,0,0,0,An.gambiae s.s.
1.5,4 days,2,0,3,3,9,0,0,0,0,0,0,0,0,1,0,2,3,1,6,4,0,0,0,0,An.gambiae s.s.
2,4 days,7,2,1,1,1,9,7,0,0,0,0,0,5,1,3,5,1,3,5,3,0,0,0,0,An.gambiae s.s.
2.5,4 days,4,5,6,6,4,2,5,5,0,0,0,0,2,3,3,3,4,3,0,3,1,0,0,0,An.gambiae s.s.
3,4 days,1,1,1,1,1,1,0,4,0,1,0,0,3,5,2,5,3,1,3,2,0,0,0,0,An.gambiae s.s.
3.5,4 days,1,1,1,0,0,0,0,3,0,1,0,0,2,4,1,0,8,0,1,1,0,0,0,0,An.gambiae s.s.
4,4 days,3,0,2,1,0,0,0,0,0,1,0,0,3,1,2,0,1,0,2,1,0,0,0,0,An.gambiae s.s.
4.5,4 days,0,1,0,4,0,0,0,0,0,0,0,0,7,1,0,4,2,4,4,4,0,0,0,0,An.gambiae s.s.
5,4 days,0,2,0,1,1,0,1,1,2,1,0,0,0,2,6,4,1,6,1,1,0,0,0,0,An.gambiae s.s.
5.5,4 days,1,1,1,0,3,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,An.gambiae s.s.
6,4 days,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,2,0,0,3,1,0,0,0,0,An.gambiae s.s.
6.5,4 days,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,An.gambiae s.s.
7,4 days,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,0,3,1,2,0,0,1,0,An.gambiae s.s.
7.5,4 days,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
8,4 days,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
8.5,4 days,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
9,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
9.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
10,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
10.5,4 days,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
11,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
11.5,4 days,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
12,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
12.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
13,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
13.5,4 days,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
14,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
Alive,4 days,0,0,0,0,0,0,0,0,20,18,23,18,0,1,0,0,0,0,0,0,26,26,25,25,An.gambiae s.s.
0,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
0.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
1,4 days,24,26,28,19,24,19,18,26,26,29,28,26,0,0,0,0,3,4,8,5,0,0,0,0,An.kisumu
1.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,An.kisumu
2,4 days,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,4,3,3,0,0,0,0,An.kisumu
2.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,3,2,2,0,0,0,0,An.kisumu
3,4 days,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,4,4,1,1,0,0,0,0,An.kisumu
3.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,6,2,0,0,0,0,An.kisumu
4,4 days,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,1,2,2,1,2,0,0,0,0,An.kisumu
4.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,3,1,1,0,0,0,0,An.kisumu
5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,6,2,0,3,0,0,0,0,An.kisumu
5.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,3,1,2,0,0,0,0,0,An.kisumu
6,4 days,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,2,0,0,1,2,0,0,0,0,An.kisumu
6.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,4,1,1,0,3,0,0,0,0,An.kisumu
7,4 days,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,5,0,1,0,0,0,0,0,0,An.kisumu
7.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,An.kisumu
8,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,0,1,0,0,0,0,An.kisumu
8.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
9,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
9.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
10,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
10.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
11,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
11.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
12,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
12.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
13,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
13.5,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
14,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
Alive,4 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,26,26,An.kisumu
0,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
0.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
1,5 days,13,12,15,12,28,24,27,27,8,6,6,6,0,0,0,0,4,5,6,8,0,0,0,0,An.coluzzii
1.5,5 days,1,2,6,0,0,0,0,0,0,0,0,0,2,3,4,0,8,4,1,6,0,0,0,0,An.coluzzii
2,5 days,5,10,6,11,0,1,0,0,0,0,0,0,5,4,0,6,4,5,11,3,0,0,0,0,An.coluzzii
2.5,5 days,3,1,0,5,1,0,0,0,0,0,0,0,1,7,5,5,7,9,4,2,0,0,0,0,An.coluzzii
3,5 days,0,1,0,0,0,1,0,3,0,0,0,0,2,5,2,4,3,5,3,3,0,0,0,0,An.coluzzii
3.5,5 days,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,2,4,1,0,1,0,0,An.coluzzii
4,5 days,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,1,0,0,0,An.coluzzii
4.5,5 days,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,An.coluzzii
5,5 days,1,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,An.coluzzii
5.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,An.coluzzii
6,5 days,0,0,0,2,1,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,An.coluzzii
6.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,An.coluzzii
7,5 days,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,0,An.coluzzii
7.5,5 days,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,An.coluzzii
8,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,An.coluzzii
8.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,An.coluzzii
9,5 days,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,An.coluzzii
9.5,5 days,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
10,5 days,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
10.5,5 days,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
11,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,An.coluzzii
11.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
12,5 days,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
12.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
13,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,An.coluzzii
13.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
14,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.coluzzii
Alive,5 days,0,0,0,0,0,0,0,0,19,22,23,19,0,0,0,0,0,0,0,0,26,27,28,30,An.coluzzii
0,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
0.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
1,5 days,13,17,16,14,24,27,28,28,8,7,7,5,0,0,0,0,6,7,6,7,0,0,0,0,An.gambiae s.s.
1.5,5 days,0,0,0,1,9,0,0,0,0,0,0,0,3,1,3,2,4,4,2,3,0,0,0,0,An.gambiae s.s.
2,5 days,8,0,0,0,1,1,0,0,0,0,0,0,0,2,2,1,4,2,4,4,0,0,0,0,An.gambiae s.s.
2.5,5 days,1,1,1,2,0,0,0,0,0,0,0,0,5,2,1,2,3,3,3,2,0,0,0,0,An.gambiae s.s.
3,5 days,1,4,0,0,1,0,0,1,0,0,0,0,0,1,0,3,5,3,3,3,0,0,0,0,An.gambiae s.s.
3.5,5 days,3,2,1,2,0,0,1,0,0,0,0,0,3,2,1,2,1,0,2,3,0,0,0,0,An.gambiae s.s.
4,5 days,0,0,1,0,0,1,0,0,0,0,0,0,2,4,1,1,1,2,4,1,0,0,0,0,An.gambiae s.s.
4.5,5 days,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,3,1,1,0,0,0,0,An.gambiae s.s.
5,5 days,0,0,7,0,1,0,1,0,0,0,0,0,4,3,7,4,1,3,1,3,0,0,0,0,An.gambiae s.s.
5.5,5 days,0,6,0,5,3,0,0,0,0,0,0,0,2,2,2,1,0,1,0,0,0,0,0,0,An.gambiae s.s.
6,5 days,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
6.5,5 days,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,An.gambiae s.s.
7,5 days,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,7,0,0,1,1,0,0,0,0,An.gambiae s.s.
7.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,An.gambiae s.s.
8,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,An.gambiae s.s.
8.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
9,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
